Series Name,Series Code,Country Name,Country Code,Year,Value,Decade
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2007,3114606227900.85,2000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2008,2438666406949.5,2000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2009,1516897946538.82,2000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2010,1843449081122.09,2010
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2011,2388393016431.59,2010
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2012,2070356643487.23,2010
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2013,2167081303000.15,2010
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2014,1966466726864.95,2010
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2015,2793817832647.54,2010
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2016,2752301059794.59,2010
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2017,2260201972680.02,2010
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2018,1104118744089.15,2010
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2019,1943826686622.27,2010
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2020,1190566113317.97,2020
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2021,2523209594928.08,2020
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2022,1946551378386.34,2020
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,2023,987582824839.303,2020
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2000,3.43351563418767,2000
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2001,3.83657262052543,2000
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2002,2.90799857032207,2000
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2003,3.02504526252236,2000
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2004,3.51799903099596,2000
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2005,4.10725070715931,2000
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2006,4.26717463390264,2000
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2007,4.81023704342912,2000
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2009,2.86044855902674,2000
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2010,3.32634463368643,2010
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2011,4.82239636013325,2010
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2012,3.72532666110646,2010
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2013,2.65167342916577,2010
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2014,2.39371597209792,2010
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2015,1.43702380935655,2010
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2016,1.59691227583204,2010
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2017,2.22314331448899,2010
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2018,2.44258329692817,2010
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2019,2.227478809383,2010
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2020,1.90509722047501,2020
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2021,3.4754032028988,2020
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2022,7.98518671835033,2020
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2023,5.87010268787553,2020
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2000,4.55506182477725,2000
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2001,2.03855309163356,2000
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2002,2.31107096730885,2000
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2003,3.09383471039331,2000
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2004,4.50184539653775,2000
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2005,4.05453629039749,2000
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2006,4.47616958858079,2000
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2007,4.41384473328108,2000
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2008,2.09239458384161,2000
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2010,4.52424032554688,2010
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2011,3.33900335400304,2010
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2012,2.73120979279713,2010
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2013,2.88814205849086,2010
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2014,3.13301748764174,2010
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2015,3.11378907834442,2010
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2016,2.79359207247063,2010
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2017,3.45183009055707,2010
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2018,3.27395826417856,2010
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2019,2.67911757479919,2010
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2021,6.41334961541973,2020
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2022,3.40305483746891,2020
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2023,2.9485947500487,2020
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2005,100.0,2000
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2006,100.1,2000
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2007,100.6,2000
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2008,100.0,2000
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2009,99.9,2000
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2010,100.1,2010
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2011,100.1,2010
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2012,99.5,2010
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2013,100.4,2010
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2014,100.3,2010
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2015,100.0,2010
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2016,99.4,2010
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2017,99.6,2010
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2018,99.8,2010
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2019,99.7,2010
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2020,99.7,2020
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2021,101.3,2020
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2022,101.0,2020
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,World,WLD,2023,100.2,2020
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2007,19.8428994537583,2000
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2008,18.9674288179145,2000
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2009,20.6547006547268,2000
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2010,20.5470414682891,2010
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2011,18.6732327473598,2010
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2012,18.8916678849845,2010
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2013,18.9768101938933,2010
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2014,19.0557460359533,2010
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2015,19.9409207665141,2010
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2016,20.0876897634956,2010
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2017,20.5508893303281,2010
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2018,20.5068415269606,2010
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2019,20.7191567648702,2010
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2020,21.9005188607446,2020
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2021,21.5293929888645,2020
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2022,22.9309676932785,2020
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,World,WLD,2023,22.9664483031622,2020
